user,rate_blink_left,rate_blink_right,rate_smile_or_not,blink_left,blink_right,smile_or_not
1,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
2,0,0,0,0,0,0
1,1,1,0,1,0,0
1,0,0,0,0,0,1
1,0,0,0,0,0,1
2,0,0,0,0,0,0
1,1,1,0,1,0,0
2,0,0,0,0,0,1
2,0.1,0.1,0,0,1,0
1,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
1,0,0,0,0,0,1
1,1,1,0,1,0,0
2,0.1,0.1,0,0,1,0
2,0,0,0,0,0,1
1,1,1,0,1,0,0
1,0.1,0.1,0,0,1,0
1,1,1,0,1,0,0
2,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
1,1,1,0,1,0,0
2,1,1,0,1,0,0
2,0.1,0.1,0,0,1,0
1,0,0,0,0,0,0
2,0.1,0.1,0,0,1,0
1,0,0,0,0,0,0
1,0.1,0.1,0,0,1,0
2,0,0,0,0,0,0
2,1,1,0,1,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,1
2,0.1,0.1,0,0,1,0
2,0,0,0,0,0,0
1,0,0,0,0,0,1
1,0,0,0,0,0,1
2,0,0,0,0,0,0
1,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
2,1,1,0,1,0,0
1,1,1,0,1,0,0
2,0,0,0,0,0,1
1,0.1,0.1,0,0,1,0
2,0,0,0,0,0,0
1,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
2,0,0,0,0,0,1
1,0,0,0,0,0,0
2,0,0,0,0,0,1
1,0,0,0,0,0,1
1,0,0,0,0,0,1
2,0.1,0.1,0,0,1,0
1,1,1,0,1,0,0
1,0,0,0,0,0,1
2,0.1,0.1,0,0,1,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
2,0.1,0.1,0,0,1,0
1,0.1,0.1,0,0,1,0
1,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
2,0,0,0,0,0,0
1,0,0,0,0,0,1
2,0,0,0,0,0,1
1,0,0,0,0,0,0
2,0.1,0.1,0,0,1,0
1,0,0,0,0,0,1
2,0,0,0,0,0,1
2,1,1,0,1,0,0
1,0.1,0.1,0,0,1,0
1,0.1,0.1,0,0,1,0
1,0.1,0.1,0,0,1,0
2,0,0,0,0,0,1
2,0.1,0.1,0,0,1,0
2,0,0,0,0,0,1
2,0,0,0,0,0,0
1,0.1,0.1,0,0,1,0
1,1,1,0,1,0,0
1,0,0,0,0,0,0
2,0.1,0.1,0,0,1,0
2,0,0,0,0,0,1
2,0.1,0.1,0,0,1,0
2,0,0,0,0,0,0
1,0,0,0,0,0,1
1,0,0,0,0,0,0
